"value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios","fecha2"
"sergio valech  @Sergio_Valech 23h 23 hours ago More Pregunta tonta: más allá de la incitación a la violencia,si es que la hay, es riesgoso que una persona Bipolar vea la película Joker? #JokerMovie #guason Reply Retweet Like","sergio valech  ","@Sergio_Valech ","2019-10-05",NA,NA,NA,"Pregunta tonta: más allá de la incitación a la violencia,si es que la hay, es riesgoso que una persona Bipolar vea la película Joker? #JokerMovie #guason","#JokerMovie, #guason","","Pregunta, Bipolar, Joker, JokerMovie","2019-10-05"
"GuilleMancandy  @guillemancandy 23h 23 hours ago More #BuenSabado JokerTweens #FelizSabado Recien volvi de ver #Joker #Guason #JokerMovie es la 1a vez en el 2019 q estoy en una sala de cine con gente respetuosa, mirando una peli en silencioasi de buena es @jokermovie en un par de dias publico mi columna #MancandyAtTheMovies Reply Retweet 2 Like 20","GuilleMancandy  ","@guillemancandy ","2019-10-05",2,20,NA,"#BuenSabado JokerTweens #FelizSabado Recien volvi de ver #Joker #Guason #JokerMovie es la 1a vez en el 2019 q estoy en una sala de cine con gente respetuosa, mirando una peli en silencioasi de buena es @jokermovie en un par de dias publico mi columna #MancandyAtTheMovies","#BuenSabado, #FelizSabado, #Joker, #Guason, #JokerMovie, #MancandyAtTheMovies","@jokermovie","BuenSabado, JokerTweens, FelizSabado, Recien, Joker, Guason, JokerMovie, MancandyAtTheMovies","2019-10-05"
"𝕵𝖔𝖐𝖊𝖗   🎃  @lovesMarvxl Oct 4 More La película es preciosa, Joaquín Phoenix nos mostró a un Joker más cercano a los cómics que es más un ideal que una simple persona. #JokerMovie #Guason  Reply 1 Retweet 30 Like 142","𝕵𝖔𝖐𝖊𝖗   ","@lovesMarvxl "," Oct 4 ",30,142,1,"🎃La película es preciosa, Joaquín Phoenix nos mostró a un Joker más cercano a los cómics que es más un ideal que una simple persona. #JokerMovie #Guason","#JokerMovie, #Guason","","La, Joaquín, Phoenix, Joker, JokerMovie, Guason","2019-10-04"
"NARA  🐼  ☕  @Nikorognoni Oct 4 More Perdón por el spoiler pero les dejo 30 segundos de #JokerMovie Recomendado!! #Joker #JokerFilm #Guason  Reply Retweet Like 3","NARA  ","@Nikorognoni "," Oct 4 ",NA,3,NA,"🐼  ☕Perdón por el spoiler pero les dejo 30 segundos de #JokerMovie Recomendado!! #Joker #JokerFilm #Guason","#JokerMovie, #Joker, #JokerFilm, #Guason","","Perdón, JokerMovie, Recomendado, Joker, JokerFilm, Guason","2019-10-04"
"DC Comics MX Verified account  @DCcomicsMX Oct 4 More El Verdadero Origen del #Joker   ¿Conoces The Man Who Laughs? Él fue la inspiración para que nuestro querido Príncipe Payaso del Crimen existiera. https://bit.ly/2J5CoYX  . #JokerMovie #JoaquinPhoenix #JokerFilm #Guason  Reply 6 Retweet 147 Like 453","DC Comics MX Verified account  ","@DCcomicsMX "," Oct 4 ",147,453,6,"El Verdadero Origen del #Joker   ¿Conoces The Man Who Laughs? Él fue la inspiración para que nuestro querido Príncipe Payaso del Crimen existiera. https://bit.ly/2J5CoYX  . #JokerMovie #JoaquinPhoenix #JokerFilm #Guason","#Joker, #JokerMovie, #JoaquinPhoenix, #JokerFilm, #Guason","","El, Verdadero, Origen, Joker, Conoces, The, Man, Who, Laughs, Príncipe, Payaso, Crimen, J5CoYX, JokerMovie, JoaquinPhoenix, JokerFilm, Guason","2019-10-04"
"In The Pendiente  @InThePendiente_ 5h 5 hours ago More Ya está la colección del JOKER hagan sus pedidos #joker #jokermovie #itp #inthependiente #geek #elguason #guason  Reply Retweet 2 Like","In The Pendiente  ","@InThePendiente_ ","2019-10-05",2,NA,NA,"Ya está la colección del JOKER hagan sus pedidos #joker #jokermovie #itp #inthependiente #geek #elguason #guason","#joker, #jokermovie, #itp, #inthependiente, #geek, #elguason, #guason","","Ya, JOKER","2019-10-05"
"Mexican Betelgeuse  @yoru_akbal 9h 9 hours ago More Cuando te quieres burlar de los españoles inventando que a la película del Joker le pusieron ""El bromas"" pero lo único que consigues es que todos en Latinoamerica le llamen de esa manera.  #JokerMovie #Guason #ElBromas Reply Retweet Like 1","Mexican Betelgeuse  ","@yoru_akbal ","2019-10-05",NA,1,NA,"Cuando te quieres burlar de los españoles inventando que a la película del Joker le pusieron ""El bromas"" pero lo único que consigues es que todos en Latinoamerica le llamen de esa manera.  #JokerMovie #Guason #ElBromas","#JokerMovie, #Guason, #ElBromas","","Cuando, Joker, El, Latinoamerica, JokerMovie, Guason, ElBromas","2019-10-05"
"Jare   🇬🇹  @jrodas2000 9h 9 hours ago More El Bromas  #JokerMovie #JokerFilm #Joker #Guason  Reply Retweet Like","Jare   ","@jrodas2000 ","2019-10-05",NA,NA,NA,"🇬🇹El Bromas  #JokerMovie #JokerFilm #Joker #Guason","#JokerMovie, #JokerFilm, #Joker, #Guason","","El, Bromas, JokerMovie, JokerFilm, Joker, Guason","2019-10-05"
"Daniel Reyes Bordoy  @danbordoy 10h 10 hours ago More De esas ocasiones que te encuentras esto en la calle... Por si alguien dudaba si su dueño es fan #Joker #Jokermovie #Guason  Reply Retweet Like","Daniel Reyes Bordoy  ","@danbordoy ","2019-10-05",NA,NA,NA,"De esas ocasiones que te encuentras esto en la calle... Por si alguien dudaba si su dueño es fan #Joker #Jokermovie #Guason","#Joker, #Jokermovie, #Guason","","De, Por, Joker, Jokermovie, Guason","2019-10-05"
"Verónica Rodríguez  @vero_allinlove 13h 13 hours ago More Esto es real. Estaba buscando la cartelera de Barcelona para ir a ver Joker y me flipaba que algunas salas no la pasaran. ¿Sabéis el motivo? La han traducido como Guasón. Me he quedado muerta. Es que no me lo creo. #JokerMovie  Reply Retweet Like 2","Verónica Rodríguez  ","@vero_allinlove ","2019-10-05",NA,2,NA,"Esto es real. Estaba buscando la cartelera de Barcelona para ir a ver Joker y me flipaba que algunas salas no la pasaran. ¿Sabéis el motivo? La han traducido como Guasón. Me he quedado muerta. Es que no me lo creo. #JokerMovie","#JokerMovie","","Esto, Estaba, Barcelona, Joker, Sabéis, La, Guasón, Me, Es, JokerMovie","2019-10-05"
"Heinner Rodríguez  @Elmonorrea11 19h 19 hours ago More Es la primera vez que veo que toda la sala de cine aplaude una película. De las mejores películas de este siglo, y tal vez la mejor actuación!!! Una obra cinematográfica que será historia. #JoaquinPhoenix  #ToddPhillips un guión magistral. #JokerMovie #ElGuason #Guason #Joker  Reply Retweet Like 6","Heinner Rodríguez  ","@Elmonorrea11 ","2019-10-05",NA,6,NA,"Es la primera vez que veo que toda la sala de cine aplaude una película. De las mejores películas de este siglo, y tal vez la mejor actuación!!! Una obra cinematográfica que será historia. #JoaquinPhoenix  #ToddPhillips un guión magistral. #JokerMovie #ElGuason #Guason #Joker","#JoaquinPhoenix, #ToddPhillips, #JokerMovie, #ElGuason, #Guason, #Joker","","Es, De, Una, JoaquinPhoenix, ToddPhillips, JokerMovie, ElGuason, Guason, Joker","2019-10-05"
"Jacqueline Camacho  @Jackiee0728 21h 21 hours ago More Jacqueline Camacho Retweeted Jacqueline Camacho Ya la vi y me ENCANTO MAGITRAL actuación sin duda de Joaquín Phoenix #Joker #JokerMovie #Guasón  Jacqueline Camacho added, Jacqueline Camacho  @Jackiee0728 Ya estoy ansiosa por ver #Joker  Reply Retweet Like 1","Jacqueline Camacho  ","@Jackiee0728 ","2019-10-05",NA,1,NA,"Jacqueline Camacho Retweeted Jacqueline Camacho Ya la vi y me ENCANTO MAGITRAL actuación sin duda de Joaquín Phoenix #Joker #JokerMovie #Guasón  Jacqueline Camacho added, Jacqueline Camacho  @Jackiee0728 Ya estoy ansiosa por ver #Joker","#Joker, #JokerMovie, #Guasón, #Joker","@Jackiee0728","Jacqueline, Camacho, Retweeted, Jacqueline, Camacho, Ya, ENCANTO, MAGITRAL, Joaquín, Phoenix, Joker, JokerMovie, Guasón, Jacqueline, Camacho, Jacqueline, Camacho, Ya, Joker","2019-10-05"
"Tomas Mesia  @tjmesia 22h 22 hours ago More Joaquín Phoenix es el puto amo #Joker #Guason #JokerMovie Reply Retweet Like","Tomas Mesia  ","@tjmesia ","2019-10-05",NA,NA,NA,"Joaquín Phoenix es el puto amo #Joker #Guason #JokerMovie","#Joker, #Guason, #JokerMovie","","Joaquín, Phoenix, Joker, Guason, JokerMovie","2019-10-05"
"Charo Torres  @charoencasa 24h 24 hours ago More El Joker que nos dieron. / El que queríamos #Guason #JokerMovie  Reply 2 Retweet Like 6","Charo Torres  ","@charoencasa ","2019-10-05",NA,6,2,"El Joker que nos dieron. / El que queríamos #Guason #JokerMovie","#Guason, #JokerMovie","","El, Joker, El, Guason, JokerMovie","2019-10-05"
"𝕸𝖊𝖗𝖑𝖎𝖓𝖆  🎃  @CryBabyH_ 24h 24 hours ago More Confirmen si la mayoría concordo con que el Joker y la idea que planteo tenia mucha razón. Porque yo no encuentro fallas en su lógica #JokerMovie #JoaquinPhoenix #Guason  Reply Retweet Like 1","𝕸𝖊𝖗𝖑𝖎𝖓𝖆  ","@CryBabyH_ ","2019-10-05",NA,1,NA,"🎃Confirmen si la mayoría concordo con que el Joker y la idea que planteo tenia mucha razón. Porque yo no encuentro fallas en su lógica #JokerMovie #JoaquinPhoenix #Guason","#JokerMovie, #JoaquinPhoenix, #Guason","","Confirmen, Joker, Porque, JokerMovie, JoaquinPhoenix, Guason","2019-10-05"
"HD Harta Definición Podcast  @HdPodcastMx 11h 11 hours ago More Ah ya veo... Dime más.   #joker #JokerMovie #jocotepec #Guason #Thejokermovie Reply Retweet 1 Like 3","HD Harta Definición Podcast  ","@HdPodcastMx ","2019-10-05",1,3,NA,"Ah ya veo... Dime más.   #joker #JokerMovie #jocotepec #Guason #Thejokermovie","#joker, #JokerMovie, #jocotepec, #Guason, #Thejokermovie","","Ah, Dime, JokerMovie, Guason, Thejokermovie","2019-10-05"
"rayo verde  @rayoverdeblog 11h 11 hours ago More JOKER/GUASÓN (USA/2019). Dirigida por Todd Phillips. Con Joaquín #JoaquinPhoenix  Phoenix. #JokerMovie #Cine Reply Retweet Like","rayo verde  ","@rayoverdeblog ","2019-10-05",NA,NA,NA,"JOKER/GUASÓN (USA/2019). Dirigida por Todd Phillips. Con Joaquín #JoaquinPhoenix  Phoenix. #JokerMovie #Cine","#JoaquinPhoenix, #JokerMovie, #Cine","","JOKER, GUASÓN, USA, Dirigida, Todd, Phillips, Con, Joaquín, JoaquinPhoenix, Phoenix, JokerMovie, Cine","2019-10-05"
"DC Comics MX Verified account  @DCcomicsMX 12h 12 hours ago More No cualquiera acepta un reto tan grande como hacer #Joker. . #JokerMovie #JokerFilm #JoaquinPhoenix #Guasón  Reply Retweet 15 Like 71","DC Comics MX Verified account  ","@DCcomicsMX ","2019-10-05",15,71,NA,"No cualquiera acepta un reto tan grande como hacer #Joker. . #JokerMovie #JokerFilm #JoaquinPhoenix #Guasón","#Joker, #JokerMovie, #JokerFilm, #JoaquinPhoenix, #Guasón","","No, Joker, JokerMovie, JokerFilm, JoaquinPhoenix, Guasón","2019-10-05"
"Sergi Leo  @SergiBecerra 12h 12 hours ago More #BrettCullen el Apu de #CiudadGótica #Guason #JokerMovie #JokerFilm #Joker  Reply Retweet Like 1","Sergi Leo  ","@SergiBecerra ","2019-10-05",NA,1,NA,"#BrettCullen el Apu de #CiudadGótica #Guason #JokerMovie #JokerFilm #Joker","#BrettCullen, #CiudadGótica, #Guason, #JokerMovie, #JokerFilm, #Joker","","BrettCullen, Apu, CiudadGótica, Guason, JokerMovie, JokerFilm, Joker","2019-10-05"
"Alexander Strauffon  @AlexStrauffon 16h 16 hours ago More Cómics favoritos de Batman (Con #Joker o Guasón, y otros de sus principales enemigos): https://alexanderstrauffon.blogspot.com/2012/06/Top-10-Mis-comics-favoritos-de-Batman.html …    #JokerMovie Reply Retweet 2 Like 2","Alexander Strauffon  ","@AlexStrauffon ","2019-10-05",2,2,NA,"Cómics favoritos de Batman (Con #Joker o Guasón, y otros de sus principales enemigos): https://alexanderstrauffon.blogspot.com/2012/06/Top-10-Mis-comics-favoritos-de-Batman.html …    #JokerMovie","#Joker, #JokerMovie","","Cómics, Batman, Con, Joker, Guasón, Top, Mis, Batman, JokerMovie","2019-10-05"
"Ron Sanginés  @RonSangines 17h 17 hours ago More  El Guasón   The Joker  El Bromas  Lenín Moreno  #JokerMovie Reply 1 Retweet 5 Like 5","Ron Sanginés  ","@RonSangines ","2019-10-05",5,5,1,"El Guasón   The Joker  El Bromas  Lenín Moreno  #JokerMovie","#JokerMovie","","El, Guasón, The, Joker, El, Bromas, Lenín, Moreno, JokerMovie","2019-10-05"
"Antonio Crestani  @crestanimx 20h 20 hours ago More GUASÓN [Joker] de Todd Phillips, es sencillamente genial.  La interpretación de Joaquin Phoenix y el libreto resultarán memorables por generaciones.  #imperdible #JokerMovie #Jokerthemovie #Guason #JoaquinPhoenix Reply 1 Retweet 1 Like 11","Antonio Crestani  ","@crestanimx ","2019-10-05",1,11,1,"GUASÓN [Joker] de Todd Phillips, es sencillamente genial.  La interpretación de Joaquin Phoenix y el libreto resultarán memorables por generaciones.  #imperdible #JokerMovie #Jokerthemovie #Guason #JoaquinPhoenix","#imperdible, #JokerMovie, #Jokerthemovie, #Guason, #JoaquinPhoenix","","GUASÓN, Joker, Todd, Phillips, La, Joaquin, Phoenix, JokerMovie, Jokerthemovie, Guason, JoaquinPhoenix","2019-10-05"
"Favole  @Favole_69 22h 22 hours ago More A mi si me gusto el guasón, y creo se volverá en película de culto, me recordó mucho una de mis películas favoritas, El Cuervo con Brandon Lee.  Pero que va... si soy fanatica de los payasos... #JokerMovie #JoaquinPhoenix #joker pic.twitter.com/JjFCmTiCJd Reply 2 Retweet Like 12","Favole  ","@Favole_69 ","2019-10-05",NA,12,2,"A mi si me gusto el guasón, y creo se volverá en película de culto, me recordó mucho una de mis películas favoritas, El Cuervo con Brandon Lee.  Pero que va... si soy fanatica de los payasos... #JokerMovie #JoaquinPhoenix #joker pic.twitter.com/JjFCmTiCJd","#JokerMovie, #JoaquinPhoenix, #joker","","El, Cuervo, Brandon, Lee, Pero, JokerMovie, JoaquinPhoenix, JjFCmTiCJd","2019-10-05"
"Raúl Arredondo  @RaulArredondoA 22h 22 hours ago More Me siento como niño con juguete nuevo en navidad. (Odio que diga Guasón y no Joker). #JokerMovie  Reply Retweet Like 4","Raúl Arredondo  ","@RaulArredondoA ","2019-10-05",NA,4,NA,"Me siento como niño con juguete nuevo en navidad. (Odio que diga Guasón y no Joker). #JokerMovie","#JokerMovie","","Me, Odio, Guasón, Joker, JokerMovie","2019-10-05"
"THX1337  @THX1337 23h 23 hours ago More #TodosSomosFans  ¡¡No Estamos Para Nadie!!  *A punto de disfrutar esta Obra Maestra de DC/WB, Woohoo!!  #Joker #JokerMovie #JokerFilm #Guason #Coringa #ElBromas Reply Retweet Like 2","THX1337  ","@THX1337 ","2019-10-05",NA,2,NA,"#TodosSomosFans  ¡¡No Estamos Para Nadie!!  *A punto de disfrutar esta Obra Maestra de DC/WB, Woohoo!!  #Joker #JokerMovie #JokerFilm #Guason #Coringa #ElBromas","#TodosSomosFans, #Joker, #JokerMovie, #JokerFilm, #Guason, #Coringa, #ElBromas","","TodosSomosFans, No, Estamos, Para, Nadie, Obra, Maestra, DC, WB, Woohoo, Joker, JokerMovie, JokerFilm, Guason, Coringa, ElBromas","2019-10-05"
"Esteban Medina   🇦🇷  @EstebanMedinaAR Oct 4 More El tiempo de grabación para el speedpaint de este dibujo sumó 23 horas y 50 minutos, aquí está el link del vídeo si alguien quiere apoyar el canal de Youtube. Gracias!  https://youtu.be/GcX0T6-s99M   #JokerMovie #Joker #JokerFilm #Joker2019 #dibujo #drawing #fanart #ElBromas #Guason  Reply Retweet Like 2","Esteban Medina   ","@EstebanMedinaAR "," Oct 4 ",NA,2,NA,"🇦🇷El tiempo de grabación para el speedpaint de este dibujo sumó 23 horas y 50 minutos, aquí está el link del vídeo si alguien quiere apoyar el canal de Youtube. Gracias!  https://youtu.be/GcX0T6-s99M   #JokerMovie #Joker #JokerFilm #Joker2019 #dibujo #drawing #fanart #ElBromas #Guason","#JokerMovie, #Joker, #JokerFilm, #Joker2019, #dibujo, #drawing, #fanart, #ElBromas, #Guason","","El, Youtube, Gracias, GcX0T6, JokerMovie, Joker, JokerFilm, Joker2019, ElBromas, Guason","2019-10-04"
"Elian Aguilar  @eaguilar2010 Oct 4 More Una reseña SIN SPOILERS de Guasón con un análisis para que vayan bien preparadxs al cine. Espero les guste y les sirva... @WBPictures_Ar #Guason #JokerMovie #Joker Reply Retweet Like 1","Elian Aguilar  ","@eaguilar2010 "," Oct 4 ",NA,1,NA,"Una reseña SIN SPOILERS de Guasón con un análisis para que vayan bien preparadxs al cine. Espero les guste y les sirva... @WBPictures_Ar #Guason #JokerMovie #Joker","#Guason, #JokerMovie, #Joker","@WBPictures_Ar","Una, SIN, SPOILERS, Guasón, Espero, Guason, JokerMovie, Joker","2019-10-04"
"Garo  @EdgardoRios Oct 4 More Garo Retweeted WB Pictures Latam Acabo de ver la película sobre el #Guasón, me parece que es muy buena.  Por favor, si van a verla, no lleven a niños pequeños con ustedes. Hay escenas fuertes, y algunas situaciones que no son aptas para ellos.  #Joker #JokerMovie  Garo added, 0:06 WB Pictures Latam Verified account  @WBPicturesLatam Los críticos comenzaron a sonreír… y tú también, ¡ #Guasón ya está en todos los cines!  Reply 1 Retweet Like 4","Garo  ","@EdgardoRios "," Oct 4 ",NA,4,1,"Garo Retweeted WB Pictures Latam Acabo de ver la película sobre el #Guasón, me parece que es muy buena.  Por favor, si van a verla, no lleven a niños pequeños con ustedes. Hay escenas fuertes, y algunas situaciones que no son aptas para ellos.  #Joker #JokerMovie  Garo added, 0:06 WB Pictures Latam Verified account  @WBPicturesLatam Los críticos comenzaron a sonreír… y tú también, ¡ #Guasón ya está en todos los cines!","#Guasón, #Joker, #JokerMovie, #Guasón","@WBPicturesLatam","Garo, Retweeted, WB, Pictures, Latam, Acabo, Guasón, Por, Hay, Joker, JokerMovie, Garo, WB, Pictures, Latam, Verified, Los, Guasón","2019-10-04"
"Sergio López Dávila  @sergioLdavila 13h 13 hours ago More A través de su cuenta de Instagram, Todd Phillips, director de la cinta ""The Joker"", confirmó que la película no será apta para menores de edad. #JokerMovie #Joker #Guason #JoaquinPhoenix Reply Retweet Like 1","Sergio López Dávila  ","@sergioLdavila ","2019-10-05",NA,1,NA,"A través de su cuenta de Instagram, Todd Phillips, director de la cinta ""The Joker"", confirmó que la película no será apta para menores de edad. #JokerMovie #Joker #Guason #JoaquinPhoenix","#JokerMovie, #Joker, #Guason, #JoaquinPhoenix","","Instagram, Todd, Phillips, The, Joker, JokerMovie, Joker, Guason, JoaquinPhoenix","2019-10-05"
"MexicoXsegundo  @mexicoxsegundo 13h 13 hours ago More revistaproceso: #Joker o #Guasón: en verdad no es un payaso / por mgonsen http://ow.ly/oEeU50wCQB0  #JokerMovie  Reply Retweet Like","MexicoXsegundo  ","@mexicoxsegundo ","2019-10-05",NA,NA,NA,"revistaproceso: #Joker o #Guasón: en verdad no es un payaso / por mgonsen http://ow.ly/oEeU50wCQB0  #JokerMovie","#Joker, #Guasón, #JokerMovie","","Joker, Guasón, EeU50wCQB0, JokerMovie","2019-10-05"
